transaction_id,customer_id,amount,payment_method,status,failure_code,failure_source,failure_category,is_disputed,timestamp,retry_count,created_at,last_contact_at
txn_00000,cust_0061,985.78,card,success,,,,False,2026-09-02T00:05:25.633444,0,,
txn_00082,cust_0056,412.16,card,failed,card_expired,customer,business_decline,False,2026-08-28T02:05:59.177862,0
txn_00083,cust_0042,2601.41,UPI,failed,authentication_failed,customer,business_decline,False,2026-09-01T06:03:43.966797,0
txn_00084,cust_0070,4298.88,card,failed,insufficient_funds,customer,business_decline,False,2026-09-03T05:50:05.575586,0
txn_00085,cust_0000,424.6,UPI,success,,,,False,2026-08-29T21:30:46.998255,0
txn_00086,cust_0063,933.91,UPI,success,,,,False,2026-08-30T02:55:52.792751,0
txn_00087,cust_0056,4196.46,card,success,,,,False,2026-08-28T08:01:03.965822,0
txn_00088,cust_0020,951.35,UPI,failed,insufficient_funds,customer,business_decline,False,2026-09-01T07:47:38.316300,0
txn_00089,cust_0019,850.25,netbanking,success,,,,False,2026-08-31T00:16:22.494753,0
txn_00090,cust_0060,15164.82,UPI,success,,,,False,2026-09-01T19:03:11.548006,0
txn_00091,cust_0017,15154.75,UPI,success,,,,False,2026-08-28T10:50:36.510058,0
txn_00092,cust_0000,14792.81,UPI,success,,,,False,2026-09-01T12:28:58.982911,0
txn_00093,cust_0019,2508.46,netbanking,success,,,,False,2026-08-31T08:58:48.136687,0
txn_00094,cust_0041,869.41,card,success,,,,False,2026-08-28T09:54:24.901980,0
txn_00095,cust_0052,696.32,netbanking,success,,,,False,2026-09-03T04:40:02.113506,0
txn_00096,cust_0019,2760.78,netbanking,failed,card_expired,customer,business_decline,False,2026-08-31T00:47:05.232712,0
txn_00097,cust_0067,802.37,UPI,failed,bank_technical_error,gateway,technical_decline,False,2026-08-28T03:02:44.873329,0
txn_00098,cust_0033,4408.51,UPI,success,,,,False,2026-09-01T03:07:18.165646,0
txn_00099,cust_0068,1143.56,card,success,,,,False,2026-08-31T20:09:30.316378,0
txn_00100,cust_0008,180.34,card,success,,,,False,2026-09-01T20:33:30.956972,0
txn_00101,cust_0012,368.52,card,success,,,,False,2026-08-29T04:15:28.409677,0
txn_00102,cust_0003,230.01,UPI,success,,,,False,2026-09-03T04:16:24.662144,0
txn_00103,cust_0067,647.54,UPI,success,,,,False,2026-08-31T14:46:31.102220,0
txn_00104,cust_0048,327.58,UPI,success,,,,False,2026-08-30T03:53:19.169109,0
txn_00105,cust_0032,590.94,card,success,,,,False,2026-08-29T19:58:14.734197,0
txn_00106,cust_0009,2696.81,UPI,success,,,,False,2026-08-31T09:47:21.826876,0
txn_00107,cust_0032,442.23,netbanking,success,,,,False,2026-08-31T07:15:05.700499,0
txn_00108,cust_0045,18164.6,UPI,success,,,,False,2026-08-30T11:25:53.744628,0
txn_00109,cust_0035,19903.44,wallet,success,,,,False,2026-09-03T10:38:22.350307,0
txn_00110,cust_0036,324.56,UPI,success,,,,False,2026-08-29T01:40:31.855536,0
txn_00111,cust_0017,495.74,wallet,success,,,,False,2026-08-30T02:27:15.546890,0
txn_00112,cust_0074,4504.97,UPI,failed,authentication_failed,customer,business_decline,False,2026-08-31T22:42:11.926264,0
txn_00113,cust_0046,2926.91,UPI,success,,,,False,2026-08-30T18:49:00.484385,0
txn_00114,cust_0037,7815.14,UPI,success,,,,False,2026-08-29T06:34:40.904686,0
txn_00115,cust_0028,2462.73,wallet,success,,,,False,2026-08-28T11:29:46.966996,0
txn_00116,cust_0050,839.18,netbanking,failed,card_expired,customer,business_decline,False,2026-09-03T09:39:41.997395,0
txn_00117,cust_0047,3245.07,UPI,success,,,,False,2026-09-02T17:47:52.277390,0
txn_00118,cust_0078,950.64,netbanking,failed,insufficient_funds,customer,business_decline,False,2026-09-01T22:48:37.117395,0
txn_00119,cust_0038,953.44,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T12:41:03.123748,0
txn_00120,cust_0069,188.12,UPI,success,,,,False,2026-08-31T13:35:12.139535,0
txn_00121,cust_0062,1868.86,UPI,success,,,,False,2026-08-30T04:34:13.540942,0
txn_00122,cust_0056,3177.32,card,success,,,,False,2026-08-27T20:18:24.233274,0
txn_00123,cust_0045,1366.6,netbanking,success,,,,False,2026-09-03T01:49:39.306072,0
txn_00124,cust_0027,1974.03,UPI,success,,,,False,2026-08-30T00:11:37.138217,0
txn_00125,cust_0016,795.93,card,failed,card_expired,customer,business_decline,False,2026-08-28T23:47:15.645134,0
txn_00126,cust_0076,324.59,netbanking,success,,,,False,2026-09-03T11:31:25.058465,0
txn_00127,cust_0022,808.59,UPI,success,,,,False,2026-09-02T17:31:56.544796,0
txn_00128,cust_0075,2904.51,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-09-01T05:36:23.019805,0
txn_00129,cust_0046,4467.06,card,failed,bank_not_available,gateway,technical_decline,False,2026-08-30T21:46:33.683238,0
txn_00130,cust_0066,21945.97,netbanking,success,,,,False,2026-09-01T09:19:33.977004,0
txn_00131,cust_0054,646.47,UPI,success,,,,False,2026-08-29T16:44:08.234382,0
txn_00132,cust_0008,2523.24,card,success,,,,False,2026-09-02T14:47:59.327393,0
txn_00133,cust_0076,730.6,netbanking,success,,,,False,2026-08-30T18:51:59.224722,0
txn_00134,cust_0070,473.39,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T10:53:56.018405,0
txn_00135,cust_0012,18736.42,card,success,,,,False,2026-09-01T07:29:30.757922,0
txn_00136,cust_0060,763.92,UPI,success,,,,False,2026-09-03T00:43:17.775239,0
txn_00137,cust_0016,209.01,UPI,success,,,,False,2026-08-30T14:31:46.979100,0
txn_00138,cust_0045,6028.92,UPI,success,,,,False,2026-08-28T09:14:02.261273,0
txn_00139,cust_0036,690.06,UPI,success,,,,False,2026-08-30T07:07:51.976827,0
txn_edge_01,cust_0001,1250.00,UPI,failed,bank_technical_error,gateway,technical_decline,False,2026-09-03T10:00:00.000000,3,,
txn_edge_02,cust_0003,875.50,card,failed,payment_timed_out,gateway,technical_decline,False,2026-09-03T09:00:00.000000,0,,RECENT
txn_edge_03,cust_0005,3300.00,netbanking,failed,bank_not_available,gateway,technical_decline,False,2026-09-03T08:00:00.000000,0,2026-07-01T00:00:00.000000,
