invoice_id,customer_id,amount,due_date,status,created_at,promise_to_pay_date,promise_to_pay_status
inv_sc_0032,cust_0014,9222.64,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0033,cust_0002,39082.53,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0034,cust_0057,97550.37,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
inv_sc_0035,cust_0058,89748.38,2026-08-04T23:27:01.479738,paid,2026-07-05T23:27:01.479738,,
inv_sc_0036,cust_0043,101846.11,2026-08-13T06:31:43.631056,unpaid,2026-07-14T06:31:43.631056,,
inv_sc_0037,cust_0022,106378.7,2026-08-09T08:52:55.026510,paid,2026-07-10T08:52:55.026510,,
inv_sc_0038,cust_0054,69922.67,2026-09-08T17:30:22.117681,unpaid,2026-08-09T17:30:22.117681,2026-09-11T20:07:24.340633,kept
inv_sc_0039,cust_0023,161727.23,2026-08-18T05:45:38.123976,unpaid,2026-07-19T05:45:38.123976,,
inv_sc_0040,cust_0000,38683.66,2026-08-31T13:06:43.006687,unpaid,2026-08-01T13:06:43.006687,2026-09-06T01:57:12.418823,kept
inv_sc_0041,cust_0042,49123.77,2026-08-04T17:47:42.225038,paid,2026-07-05T17:47:42.225038,,
inv_sc_0042,cust_0046,110546.73,2026-09-10T01:59:45.175284,paid,2026-08-11T01:59:45.175284,,
inv_sc_0043,cust_0039,27034.86,2026-08-06T18:22:58.158277,unpaid,2026-07-07T18:22:58.158277,,
inv_sc_0044,cust_0039,98782.53,2026-08-09T08:54:03.782653,unpaid,2026-07-10T08:54:03.782653,,
inv_sc_0045,cust_0047,96362.11,2026-09-01T10:45:00.888355,paid,2026-08-02T10:45:00.888355,,
inv_sc_0046,cust_0019,74495.3,2026-07-21T02:44:02.005073,paid,2026-06-21T02:44:02.005073,,
inv_sc_0047,cust_0070,116984.73,2026-08-02T20:17:50.313258,unpaid,2026-07-03T20:17:50.313258,2026-08-09T05:26:51.096776,broken
inv_sc_0048,cust_0027,105823.35,2026-08-07T01:56:55.196543,unpaid,2026-07-08T01:56:55.196543,2026-08-10T19:07:47.221311,kept
inv_sc_0049,cust_0010,84890.91,2026-08-15T10:48:41.314404,paid,2026-07-16T10:48:41.314404,,
inv_sc_0050,cust_0072,21861.12,2026-07-29T22:01:05.695590,unpaid,2026-06-29T22:01:05.695590,,
inv_sc_0051,cust_0025,92680.71,2026-09-05T06:11:41.483671,paid,2026-08-06T06:11:41.483671,,
inv_sc_0052,cust_0066,63573.17,2026-08-07T02:00:37.029314,unpaid,2026-07-08T02:00:37.029314,2026-08-10T18:55:06.570956,kept
inv_sc_0053,cust_0062,20547.6,2026-08-16T10:18:16.317636,unpaid,2026-07-17T10:18:16.317636,,
inv_sc_0054,cust_0058,24871.3,2026-08-21T15:38:22.425090,unpaid,2026-07-22T15:38:22.425090,,
inv_sc_0055,cust_0071,63414.37,2026-07-31T02:52:18.244662,unpaid,2026-07-01T02:52:18.244662,,
inv_sc_0056,cust_0050,38063.36,2026-09-13T08:01:10.478999,paid,2026-08-14T08:01:10.478999,,
inv_sc_0057,cust_0009,12828.65,2026-08-25T13:13:18.826097,paid,2026-07-26T13:13:18.826097,,
inv_sc_0058,cust_0007,139504.44,2026-09-09T16:53:41.017446,unpaid,2026-08-10T16:53:41.017446,,
inv_sc_0059,cust_0004,46698.11,2026-09-03T14:25:28.734924,paid,2026-08-04T14:25:28.734924,,
inv_sc_0060,cust_0053,56333.55,2026-07-26T11:26:22.708002,paid,2026-06-26T11:26:22.708002,,
inv_sc_0061,cust_0048,59374.22,2026-08-06T22:47:45.357309,unpaid,2026-07-07T22:47:45.357309,2026-08-12T09:51:00.081664,broken
inv_sc_0062,cust_0069,22526.75,2026-07-28T04:25:18.166484,paid,2026-06-28T04:25:18.166484,,
inv_sc_0063,cust_0068,71096.43,2026-09-06T11:54:06.641043,unpaid,2026-08-07T11:54:06.641043,,
inv_sc_0064,cust_0000,116248.99,2026-07-21T16:23:32.275909,paid,2026-06-21T16:23:32.275909,,
inv_sc_0065,cust_0069,70025.6,2026-08-23T15:21:18.223903,paid,2026-07-24T15:21:18.223903,,
inv_sc_0066,cust_0058,51140.75,2026-08-29T08:08:32.493518,unpaid,2026-07-30T08:08:32.493518,,
inv_sc_0067,cust_0014,8840.58,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0068,cust_0002,44389.62,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0069,cust_0057,84910.16,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
inv_sc_0070,cust_0058,102269.29,2026-08-04T23:27:01.479738,paid,2026-07-05T23:27:01.479738,,
inv_sc_0071,cust_0043,117187.45,2026-08-13T06:31:43.631056,unpaid,2026-07-14T06:31:43.631056,,
inv_sc_0072,cust_0022,93310.53,2026-08-09T08:52:55.026510,paid,2026-07-10T08:52:55.026510,,
inv_sc_0073,cust_0054,77372.26,2026-09-08T17:30:22.117681,unpaid,2026-08-09T17:30:22.117681,2026-09-11T20:07:24.340633,kept
inv_sc_0074,cust_0023,167988.38,2026-08-18T05:45:38.123976,unpaid,2026-07-19T05:45:38.123976,,
inv_sc_0075,cust_0000,36502.69,2026-08-31T13:06:43.006687,unpaid,2026-08-01T13:06:43.006687,2026-09-06T01:57:12.418823,kept
inv_sc_0076,cust_0042,43313.93,2026-08-04T17:47:42.225038,paid,2026-07-05T17:47:42.225038,,
inv_sc_0077,cust_0046,96931.35,2026-09-10T01:59:45.175284,paid,2026-08-11T01:59:45.175284,,
inv_sc_0078,cust_0039,28614.31,2026-08-06T18:22:58.158277,unpaid,2026-07-07T18:22:58.158277,,
inv_sc_0079,cust_0039,110840.51,2026-08-09T08:54:03.782653,unpaid,2026-07-10T08:54:03.782653,,
inv_sc_0080,cust_0047,94409.6,2026-09-01T10:45:00.888355,paid,2026-08-02T10:45:00.888355,,
inv_sc_0081,cust_0019,65747.01,2026-07-21T02:44:02.005073,paid,2026-06-21T02:44:02.005073,,
inv_sc_0082,cust_0070,153437.52,2026-08-02T20:17:50.313258,unpaid,2026-07-03T20:17:50.313258,2026-08-09T05:26:51.096776,broken
inv_sc_0083,cust_0027,128719.7,2026-08-07T01:56:55.196543,unpaid,2026-07-08T01:56:55.196543,2026-08-10T19:07:47.221311,kept
inv_sc_0084,cust_0010,92308.38,2026-08-15T10:48:41.314404,paid,2026-07-16T10:48:41.314404,,
inv_sc_0085,cust_0072,23990.94,2026-07-29T22:01:05.695590,unpaid,2026-06-29T22:01:05.695590,,
inv_sc_0086,cust_0025,97680.84,2026-09-05T06:11:41.483671,paid,2026-08-06T06:11:41.483671,,
inv_sc_0087,cust_0066,73466.62,2026-08-07T02:00:37.029314,unpaid,2026-07-08T02:00:37.029314,2026-08-10T18:55:06.570956,kept
inv_sc_0088,cust_0062,20635.72,2026-08-16T10:18:16.317636,unpaid,2026-07-17T10:18:16.317636,,
inv_sc_0089,cust_0058,21919.01,2026-08-21T15:38:22.425090,unpaid,2026-07-22T15:38:22.425090,,
inv_sc_0090,cust_0071,64378.68,2026-07-31T02:52:18.244662,unpaid,2026-07-01T02:52:18.244662,,
inv_sc_0091,cust_0050,46019.64,2026-09-13T08:01:10.478999,paid,2026-08-14T08:01:10.478999,,
inv_sc_0092,cust_0009,13121.83,2026-08-25T13:13:18.826097,paid,2026-07-26T13:13:18.826097,,
inv_sc_0093,cust_0007,142036.92,2026-09-09T16:53:41.017446,unpaid,2026-08-10T16:53:41.017446,,
inv_sc_0094,cust_0004,47295.92,2026-09-03T14:25:28.734924,paid,2026-08-04T14:25:28.734924,,
inv_sc_0095,cust_0053,61475.44,2026-07-26T11:26:22.708002,paid,2026-06-26T11:26:22.708002,,
inv_sc_0096,cust_0048,62860.47,2026-08-06T22:47:45.357309,unpaid,2026-07-07T22:47:45.357309,2026-08-12T09:51:00.081664,broken
inv_sc_0097,cust_0069,23924.66,2026-07-28T04:25:18.166484,paid,2026-06-28T04:25:18.166484,,
inv_sc_0098,cust_0068,54872.38,2026-09-06T11:54:06.641043,unpaid,2026-08-07T11:54:06.641043,,
inv_sc_0099,cust_0000,103401.76,2026-07-21T16:23:32.275909,paid,2026-06-21T16:23:32.275909,,
inv_sc_0100,cust_0069,65377.77,2026-08-23T15:21:18.223903,paid,2026-07-24T15:21:18.223903,,
inv_sc_0101,cust_0058,48690.76,2026-08-29T08:08:32.493518,unpaid,2026-07-30T08:08:32.493518,,
inv_sc_0102,cust_0014,8397.76,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0103,cust_0002,41095.08,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0104,cust_0057,103929.74,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
inv_sc_0105,cust_0058,96214.13,2026-08-04T23:27:01.479738,paid,2026-07-05T23:27:01.479738,,
inv_sc_0106,cust_0043,130205.7,2026-08-13T06:31:43.631056,unpaid,2026-07-14T06:31:43.631056,,
inv_sc_0107,cust_0022,95053.29,2026-08-09T08:52:55.026510,paid,2026-07-10T08:52:55.026510,,
inv_sc_0108,cust_0054,78221.37,2026-09-08T17:30:22.117681,unpaid,2026-08-09T17:30:22.117681,2026-09-11T20:07:24.340633,kept
inv_sc_0109,cust_0023,150622.19,2026-08-18T05:45:38.123976,unpaid,2026-07-19T05:45:38.123976,,
inv_sc_0110,cust_0000,49207.61,2026-08-31T13:06:43.006687,unpaid,2026-08-01T13:06:43.006687,2026-09-06T01:57:12.418823,kept
inv_sc_0111,cust_0042,43204.5,2026-08-04T17:47:42.225038,paid,2026-07-05T17:47:42.225038,,
inv_sc_0112,cust_0046,107518.46,2026-09-10T01:59:45.175284,paid,2026-08-11T01:59:45.175284,,
inv_sc_0113,cust_0039,26226.06,2026-08-06T18:22:58.158277,unpaid,2026-07-07T18:22:58.158277,,
inv_sc_0114,cust_0039,108018.34,2026-08-09T08:54:03.782653,unpaid,2026-07-10T08:54:03.782653,,
inv_sc_0115,cust_0047,101345.98,2026-09-01T10:45:00.888355,paid,2026-08-02T10:45:00.888355,,
inv_sc_0116,cust_0019,67281.65,2026-07-21T02:44:02.005073,paid,2026-06-21T02:44:02.005073,,
inv_sc_0117,cust_0070,127213.14,2026-08-02T20:17:50.313258,unpaid,2026-07-03T20:17:50.313258,2026-08-09T05:26:51.096776,broken
inv_sc_0118,cust_0027,110197.31,2026-08-07T01:56:55.196543,unpaid,2026-07-08T01:56:55.196543,2026-08-10T19:07:47.221311,kept
inv_sc_0119,cust_0010,69567.67,2026-08-15T10:48:41.314404,paid,2026-07-16T10:48:41.314404,,
inv_sc_0120,cust_0072,22238.36,2026-07-29T22:01:05.695590,unpaid,2026-06-29T22:01:05.695590,,
inv_sc_0121,cust_0025,80415.53,2026-09-05T06:11:41.483671,paid,2026-08-06T06:11:41.483671,,
inv_sc_0122,cust_0066,61713.12,2026-08-07T02:00:37.029314,unpaid,2026-07-08T02:00:37.029314,2026-08-10T18:55:06.570956,kept
inv_sc_0123,cust_0062,16801.78,2026-08-16T10:18:16.317636,unpaid,2026-07-17T10:18:16.317636,,
inv_sc_0124,cust_0058,24696.82,2026-08-21T15:38:22.425090,unpaid,2026-07-22T15:38:22.425090,,
inv_sc_0125,cust_0071,80372.38,2026-07-31T02:52:18.244662,unpaid,2026-07-01T02:52:18.244662,,
inv_sc_0126,cust_0050,46646.91,2026-09-13T08:01:10.478999,paid,2026-08-14T08:01:10.478999,,
inv_sc_0127,cust_0009,11036.06,2026-08-25T13:13:18.826097,paid,2026-07-26T13:13:18.826097,,
inv_sc_0128,cust_0007,132915.34,2026-09-09T16:53:41.017446,unpaid,2026-08-10T16:53:41.017446,,
inv_sc_0129,cust_0004,53025.45,2026-09-03T14:25:28.734924,paid,2026-08-04T14:25:28.734924,,
inv_sc_0130,cust_0053,66190.47,2026-07-26T11:26:22.708002,paid,2026-06-26T11:26:22.708002,,
inv_sc_0131,cust_0048,53883.41,2026-08-06T22:47:45.357309,unpaid,2026-07-07T22:47:45.357309,2026-08-12T09:51:00.081664,broken
inv_sc_0132,cust_0069,21548.41,2026-07-28T04:25:18.166484,paid,2026-06-28T04:25:18.166484,,
inv_sc_0133,cust_0068,60336.4,2026-09-06T11:54:06.641043,unpaid,2026-08-07T11:54:06.641043,,
inv_sc_0134,cust_0000,124706.73,2026-07-21T16:23:32.275909,paid,2026-06-21T16:23:32.275909,,
inv_sc_0135,cust_0069,64619.39,2026-08-23T15:21:18.223903,paid,2026-07-24T15:21:18.223903,,
inv_sc_0136,cust_0058,51664.13,2026-08-29T08:08:32.493518,unpaid,2026-07-30T08:08:32.493518,,
inv_sc_0137,cust_0014,8225.7,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0138,cust_0002,37872.23,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0139,cust_0057,79599.48,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
inv_sc_0140,cust_0058,93492.92,2026-08-04T23:27:01.479738,paid,2026-07-05T23:27:01.479738,,
inv_sc_0141,cust_0043,102382.3,2026-08-13T06:31:43.631056,unpaid,2026-07-14T06:31:43.631056,,
inv_sc_0142,cust_0022,84532.71,2026-08-09T08:52:55.026510,paid,2026-07-10T08:52:55.026510,,
inv_sc_0143,cust_0054,79612.17,2026-09-08T17:30:22.117681,unpaid,2026-08-09T17:30:22.117681,2026-09-11T20:07:24.340633,kept
inv_sc_0144,cust_0023,141568.99,2026-08-18T05:45:38.123976,unpaid,2026-07-19T05:45:38.123976,,
inv_sc_0145,cust_0000,47962.37,2026-08-31T13:06:43.006687,unpaid,2026-08-01T13:06:43.006687,2026-09-06T01:57:12.418823,kept
inv_sc_0146,cust_0042,48760.28,2026-08-04T17:47:42.225038,paid,2026-07-05T17:47:42.225038,,
inv_sc_0147,cust_0046,95417.42,2026-09-10T01:59:45.175284,paid,2026-08-11T01:59:45.175284,,
inv_sc_0148,cust_0039,25472.46,2026-08-06T18:22:58.158277,unpaid,2026-07-07T18:22:58.158277,,
inv_sc_0149,cust_0039,101515.6,2026-08-09T08:54:03.782653,unpaid,2026-07-10T08:54:03.782653,,
inv_sc_0150,cust_0047,103053.74,2026-09-01T10:45:00.888355,paid,2026-08-02T10:45:00.888355,,
inv_sc_0151,cust_0019,64202.63,2026-07-21T02:44:02.005073,paid,2026-06-21T02:44:02.005073,,
inv_sc_0152,cust_0070,155231.18,2026-08-02T20:17:50.313258,unpaid,2026-07-03T20:17:50.313258,2026-08-09T05:26:51.096776,broken
inv_sc_0153,cust_0027,115280.48,2026-08-07T01:56:55.196543,unpaid,2026-07-08T01:56:55.196543,2026-08-10T19:07:47.221311,kept
inv_sc_0154,cust_0010,72631.27,2026-08-15T10:48:41.314404,paid,2026-07-16T10:48:41.314404,,
inv_sc_0155,cust_0072,21402.91,2026-07-29T22:01:05.695590,unpaid,2026-06-29T22:01:05.695590,,
inv_sc_0156,cust_0025,81796.25,2026-09-05T06:11:41.483671,paid,2026-08-06T06:11:41.483671,,
inv_sc_0157,cust_0066,78616.69,2026-08-07T02:00:37.029314,unpaid,2026-07-08T02:00:37.029314,2026-08-10T18:55:06.570956,kept
inv_sc_0158,cust_0062,17000.79,2026-08-16T10:18:16.317636,unpaid,2026-07-17T10:18:16.317636,,
inv_sc_0159,cust_0058,26802.23,2026-08-21T15:38:22.425090,unpaid,2026-07-22T15:38:22.425090,,
inv_sc_0160,cust_0071,72737.98,2026-07-31T02:52:18.244662,unpaid,2026-07-01T02:52:18.244662,,
inv_sc_0161,cust_0050,45949.05,2026-09-13T08:01:10.478999,paid,2026-08-14T08:01:10.478999,,
inv_sc_0162,cust_0009,13176.08,2026-08-25T13:13:18.826097,paid,2026-07-26T13:13:18.826097,,
inv_sc_0163,cust_0007,137768.73,2026-09-09T16:53:41.017446,unpaid,2026-08-10T16:53:41.017446,,
inv_sc_0164,cust_0004,52789.6,2026-09-03T14:25:28.734924,paid,2026-08-04T14:25:28.734924,,
inv_sc_0165,cust_0053,53961.58,2026-07-26T11:26:22.708002,paid,2026-06-26T11:26:22.708002,,
inv_sc_0166,cust_0048,53152.76,2026-08-06T22:47:45.357309,unpaid,2026-07-07T22:47:45.357309,2026-08-12T09:51:00.081664,broken
inv_sc_0167,cust_0069,26128.35,2026-07-28T04:25:18.166484,paid,2026-06-28T04:25:18.166484,,
inv_sc_0168,cust_0068,63254.91,2026-09-06T11:54:06.641043,unpaid,2026-08-07T11:54:06.641043,,
inv_sc_0169,cust_0000,101336.28,2026-07-21T16:23:32.275909,paid,2026-06-21T16:23:32.275909,,
inv_sc_0170,cust_0069,66714.43,2026-08-23T15:21:18.223903,paid,2026-07-24T15:21:18.223903,,
inv_sc_0171,cust_0058,50790.02,2026-08-29T08:08:32.493518,unpaid,2026-07-30T08:08:32.493518,,
inv_sc_0172,cust_0014,9085.42,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0173,cust_0002,45322.78,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0174,cust_0057,104654.06,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
inv_sc_0175,cust_0058,105519.88,2026-08-04T23:27:01.479738,paid,2026-07-05T23:27:01.479738,,
inv_sc_0176,cust_0043,107872.17,2026-08-13T06:31:43.631056,unpaid,2026-07-14T06:31:43.631056,,
inv_sc_0177,cust_0022,86093.95,2026-08-09T08:52:55.026510,paid,2026-07-10T08:52:55.026510,,
inv_sc_0178,cust_0054,85715.77,2026-09-08T17:30:22.117681,unpaid,2026-08-09T17:30:22.117681,2026-09-11T20:07:24.340633,kept
inv_sc_0179,cust_0023,148574.21,2026-08-18T05:45:38.123976,unpaid,2026-07-19T05:45:38.123976,,
inv_sc_0180,cust_0000,42394.32,2026-08-31T13:06:43.006687,unpaid,2026-08-01T13:06:43.006687,2026-09-06T01:57:12.418823,kept
inv_sc_0181,cust_0042,46129.69,2026-08-04T17:47:42.225038,paid,2026-07-05T17:47:42.225038,,
inv_sc_0182,cust_0046,119318.37,2026-09-10T01:59:45.175284,paid,2026-08-11T01:59:45.175284,,
inv_sc_0183,cust_0039,26036.26,2026-08-06T18:22:58.158277,unpaid,2026-07-07T18:22:58.158277,,
inv_sc_0184,cust_0039,102012.26,2026-08-09T08:54:03.782653,unpaid,2026-07-10T08:54:03.782653,,
inv_sc_0185,cust_0047,82973.16,2026-09-01T10:45:00.888355,paid,2026-08-02T10:45:00.888355,,
inv_sc_0186,cust_0019,79743.4,2026-07-21T02:44:02.005073,paid,2026-06-21T02:44:02.005073,,
inv_sc_0187,cust_0070,144459.64,2026-08-02T20:17:50.313258,unpaid,2026-07-03T20:17:50.313258,2026-08-09T05:26:51.096776,broken
inv_sc_0188,cust_0027,103712.64,2026-08-07T01:56:55.196543,unpaid,2026-07-08T01:56:55.196543,2026-08-10T19:07:47.221311,kept
inv_sc_0189,cust_0010,88196.05,2026-08-15T10:48:41.314404,paid,2026-07-16T10:48:41.314404,,
inv_sc_0190,cust_0072,24134.03,2026-07-29T22:01:05.695590,unpaid,2026-06-29T22:01:05.695590,,
inv_sc_0191,cust_0025,86960.48,2026-09-05T06:11:41.483671,paid,2026-08-06T06:11:41.483671,,
inv_sc_0192,cust_0066,72963.17,2026-08-07T02:00:37.029314,unpaid,2026-07-08T02:00:37.029314,2026-08-10T18:55:06.570956,kept
inv_sc_0193,cust_0062,18439.81,2026-08-16T10:18:16.317636,unpaid,2026-07-17T10:18:16.317636,,
inv_sc_0194,cust_0058,26276.21,2026-08-21T15:38:22.425090,unpaid,2026-07-22T15:38:22.425090,,
inv_sc_0195,cust_0071,81040.8,2026-07-31T02:52:18.244662,unpaid,2026-07-01T02:52:18.244662,,
inv_sc_0196,cust_0050,36060.72,2026-09-13T08:01:10.478999,paid,2026-08-14T08:01:10.478999,,
inv_sc_0197,cust_0009,10551.73,2026-08-25T13:13:18.826097,paid,2026-07-26T13:13:18.826097,,
inv_sc_0198,cust_0007,123321.68,2026-09-09T16:53:41.017446,unpaid,2026-08-10T16:53:41.017446,,
inv_sc_0199,cust_0004,41613.73,2026-09-03T14:25:28.734924,paid,2026-08-04T14:25:28.734924,,
inv_sc_0200,cust_0053,52471.19,2026-07-26T11:26:22.708002,paid,2026-06-26T11:26:22.708002,,
inv_sc_0201,cust_0048,61153.93,2026-08-06T22:47:45.357309,unpaid,2026-07-07T22:47:45.357309,2026-08-12T09:51:00.081664,broken
inv_sc_0202,cust_0069,21577.9,2026-07-28T04:25:18.166484,paid,2026-06-28T04:25:18.166484,,
inv_sc_0203,cust_0068,70289.09,2026-09-06T11:54:06.641043,unpaid,2026-08-07T11:54:06.641043,,
inv_sc_0204,cust_0000,107861.48,2026-07-21T16:23:32.275909,paid,2026-06-21T16:23:32.275909,,
inv_sc_0205,cust_0069,68890.2,2026-08-23T15:21:18.223903,paid,2026-07-24T15:21:18.223903,,
inv_sc_0206,cust_0058,47773.84,2026-08-29T08:08:32.493518,unpaid,2026-07-30T08:08:32.493518,,
inv_sc_0207,cust_0014,9839.3,2026-08-08T04:32:20.597068,unpaid,2026-07-09T04:32:20.597068,,
inv_sc_0208,cust_0002,37839.25,2026-09-09T19:10:33.629469,unpaid,2026-08-10T19:10:33.629469,2026-09-14T13:06:07.664418,kept
inv_sc_0209,cust_0057,104501.22,2026-08-05T19:39:43.659858,paid,2026-07-06T19:39:43.659858,,
