session_id,customer_id,cart_value,status,started_at,last_activity_at
sess_sc_0026,cust_0013,5203.32,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0027,cust_0005,467.29,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0028,cust_0047,768.43,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0029,cust_0042,632.85,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0030,cust_0077,645.17,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0031,cust_0050,1530.86,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0032,cust_0042,4673.12,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0033,cust_0067,2773.79,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0034,cust_0027,1729.7,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0035,cust_0037,795.07,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0036,cust_0004,3243.21,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0037,cust_0023,4823.98,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0038,cust_0052,5430.69,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0039,cust_0057,952.45,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0040,cust_0024,22664.7,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0041,cust_0048,263.41,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0042,cust_0032,435.5,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0043,cust_0066,836.47,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0044,cust_0018,1021.67,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0045,cust_0003,497.19,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0046,cust_0028,23645.4,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
sess_sc_0047,cust_0017,13171.33,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0048,cust_0060,173.04,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0049,cust_0070,2868.47,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0050,cust_0015,734.13,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0051,cust_0063,645.44,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0052,cust_0054,570.71,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0053,cust_0067,632.28,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0054,cust_0070,1003.18,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0055,cust_0002,276.86,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0056,cust_0074,118.72,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0057,cust_0022,4313.33,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0058,cust_0017,2468.99,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0059,cust_0025,330.32,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0060,cust_0060,1882.38,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0061,cust_0042,3093.98,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0062,cust_0049,786.22,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0063,cust_0034,1441.25,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0064,cust_0069,427.15,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0065,cust_0054,452.4,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0066,cust_0078,947.29,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0067,cust_0051,3211.72,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0068,cust_0077,192.18,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0069,cust_0046,584.88,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0070,cust_0047,220.46,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0071,cust_0035,857.77,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0072,cust_0071,3648.88,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0073,cust_0062,175.04,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0074,cust_0011,25913.91,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0075,cust_0070,4149.92,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0076,cust_0022,179.66,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0077,cust_0063,394.35,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0078,cust_0078,416.25,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0079,cust_0052,1300.85,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0080,cust_0057,202.67,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0081,cust_0075,14274.26,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0082,cust_0015,253.01,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0083,cust_0066,1768.35,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0084,cust_0016,1521.96,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0085,cust_0074,3784.37,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0086,cust_0072,1210.1,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0087,cust_0033,2292.99,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0088,cust_0069,14573.06,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0089,cust_0038,1445.69,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0090,cust_0043,802.12,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0091,cust_0051,550.4,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0092,cust_0034,130.28,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0093,cust_0053,1602.32,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0094,cust_0040,869.18,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
sess_sc_0095,cust_0063,16966.37,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0096,cust_0045,704.73,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0097,cust_0036,2380.42,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0098,cust_0051,564.89,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0099,cust_0009,653.22,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0100,cust_0028,2268.76,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0101,cust_0028,1869.83,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0102,cust_0028,1000.43,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
sess_sc_0103,cust_0028,588.97,abandoned,2026-08-28T13:39:28.171848,2026-08-28T13:43:32.026868
sess_sc_0104,cust_0028,5056.27,completed,2026-08-28T20:23:12.514727,2026-08-28T20:28:30.215505
sess_sc_0105,cust_0071,22362.76,abandoned,2026-09-03T07:35:21.682737,2026-09-03T07:38:20.757344
sess_sc_0106,cust_0039,281.47,abandoned,2026-08-28T01:10:54.107279,2026-08-28T01:19:07.954738
sess_sc_0107,cust_0008,1281.5,completed,2026-09-02T12:09:54.209169,2026-09-02T12:12:24.564979
sess_sc_0108,cust_0053,381.64,completed,2026-08-31T07:47:15.025801,2026-08-31T07:54:50.416919
sess_sc_0109,cust_0076,213.95,completed,2026-09-02T21:43:37.982222,2026-09-02T21:49:21.049080
sess_sc_0110,cust_0034,697.75,completed,2026-08-31T09:33:25.273125,2026-08-31T09:35:55.812090
sess_sc_0111,cust_0065,404.26,completed,2026-09-02T16:52:43.171095,2026-09-02T16:57:07.556851
sess_sc_0112,cust_0039,645.53,abandoned,2026-09-03T04:22:11.579097,2026-09-03T04:26:30.515876
sess_sc_0113,cust_0027,2438.3,abandoned,2026-08-29T03:05:07.005884,2026-08-29T03:11:35.280201
sess_sc_0114,cust_0055,787.66,completed,2026-09-02T06:28:59.783825,2026-09-02T06:35:49.792590
sess_sc_0115,cust_0045,1257.1,abandoned,2026-09-02T23:53:28.739661,2026-09-03T00:04:36.706868
sess_sc_0116,cust_0040,802.36,completed,2026-08-30T11:16:20.859586,2026-08-30T11:18:09.232403
sess_sc_0117,cust_0002,982.66,completed,2026-08-27T17:40:42.426863,2026-08-27T17:46:32.063080
sess_sc_0118,cust_0046,1741.42,completed,2026-09-02T21:11:39.047791,2026-09-02T21:16:19.112059
sess_sc_0119,cust_0050,1679.63,completed,2026-08-28T09:45:06.833085,2026-08-28T09:46:38.912424
sess_sc_0120,cust_0014,885.75,completed,2026-08-30T18:51:30.204397,2026-08-30T18:59:12.658204
sess_sc_0121,cust_0018,288.35,completed,2026-09-01T20:18:24.600157,2026-09-01T20:24:43.890581
sess_sc_0122,cust_0009,2682.58,completed,2026-09-02T06:14:22.021213,2026-09-02T06:20:41.169616
sess_sc_0123,cust_0057,3287.94,completed,2026-08-29T17:34:10.472315,2026-08-29T17:37:26.219776
sess_sc_0124,cust_0040,552.85,completed,2026-09-02T10:38:20.963637,2026-09-02T10:41:16.326577
sess_sc_0125,cust_0007,456.74,abandoned,2026-09-01T00:52:25.343759,2026-09-01T00:57:28.710575
sess_sc_0126,cust_0036,4533.79,completed,2026-09-02T23:06:33.090490,2026-09-02T23:11:06.058973
sess_sc_0127,cust_0059,21323.86,abandoned,2026-08-30T10:30:16.774398,2026-08-30T10:41:16.747369
sess_sc_0128,cust_0073,494.04,abandoned,2026-08-29T22:29:28.707429,2026-08-29T22:31:09.544071
sess_sc_0129,cust_0013,4213.53,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0130,cust_0005,477.44,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0131,cust_0047,836.87,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0132,cust_0042,790.05,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0133,cust_0077,641.87,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0134,cust_0050,1166.95,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0135,cust_0042,3923.79,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0136,cust_0067,3041.75,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0137,cust_0027,1636.34,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0138,cust_0037,705.43,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0139,cust_0004,3111.74,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0140,cust_0023,4591.91,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0141,cust_0052,4656.43,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0142,cust_0057,1070.17,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0143,cust_0024,28071.37,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0144,cust_0048,233.34,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0145,cust_0032,455.62,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0146,cust_0066,717.38,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0147,cust_0018,857.34,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0148,cust_0003,399.25,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0149,cust_0028,21830.16,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
sess_sc_0150,cust_0017,12722.23,completed,2026-09-03T05:33:54.230012,2026-09-03T05:40:12.943297
sess_sc_0151,cust_0060,185.96,abandoned,2026-08-31T08:38:05.828536,2026-08-31T08:48:16.904182
sess_sc_0152,cust_0070,2852.73,completed,2026-08-27T22:02:31.345838,2026-08-27T22:05:11.154733
sess_sc_0153,cust_0015,722.03,completed,2026-09-03T03:58:41.134685,2026-09-03T04:00:27.695001
sess_sc_0154,cust_0063,525.39,abandoned,2026-08-30T07:44:52.226903,2026-08-30T07:47:26.987618
sess_sc_0155,cust_0054,567.97,abandoned,2026-09-03T11:44:13.889627,2026-09-03T11:52:34.911463
sess_sc_0156,cust_0067,648.71,completed,2026-08-27T16:15:28.963872,2026-08-27T16:23:24.063096
sess_sc_0157,cust_0070,1314.91,completed,2026-09-03T08:35:01.811557,2026-09-03T08:38:38.598560
sess_sc_0158,cust_0002,289.0,completed,2026-09-01T00:00:29.623484,2026-09-01T00:02:13.162308
sess_sc_0159,cust_0074,144.0,completed,2026-08-29T08:29:18.911586,2026-08-29T08:36:00.585310
sess_sc_0160,cust_0022,5293.63,completed,2026-08-28T16:29:43.964389,2026-08-28T16:32:00.521148
sess_sc_0161,cust_0017,2848.75,abandoned,2026-09-03T01:23:56.795203,2026-09-03T01:25:25.707345
sess_sc_0162,cust_0025,353.16,completed,2026-08-28T07:11:13.974778,2026-08-28T07:17:56.445332
sess_sc_0163,cust_0060,1949.55,completed,2026-09-01T17:26:35.834805,2026-09-01T17:33:03.788263
sess_sc_0164,cust_0042,2347.02,completed,2026-09-01T14:05:58.596622,2026-09-01T14:10:03.286008
sess_sc_0165,cust_0049,816.42,completed,2026-09-01T03:02:30.647139,2026-09-01T03:09:05.509309
sess_sc_0166,cust_0034,1415.62,completed,2026-08-28T21:24:25.636739,2026-08-28T21:31:11.020076
sess_sc_0167,cust_0069,408.53,abandoned,2026-09-01T10:38:50.069787,2026-09-01T10:44:44.374191
sess_sc_0168,cust_0054,467.15,completed,2026-09-02T08:00:13.241855,2026-09-02T08:07:36.116892
sess_sc_0169,cust_0078,860.39,completed,2026-08-27T12:18:38.518467,2026-08-27T12:20:10.035756
sess_sc_0170,cust_0051,3593.33,completed,2026-08-31T22:57:49.428182,2026-08-31T22:59:49.395559
sess_sc_0171,cust_0077,213.45,abandoned,2026-08-29T18:04:51.850217,2026-08-29T18:12:57.657715
sess_sc_0172,cust_0046,657.68,completed,2026-08-31T19:40:49.657859,2026-08-31T19:48:28.163741
sess_sc_0173,cust_0047,201.64,completed,2026-08-31T09:25:05.517907,2026-08-31T09:28:17.559792
sess_sc_0174,cust_0035,731.89,completed,2026-09-01T18:03:54.872209,2026-09-01T18:07:37.406909
sess_sc_0175,cust_0071,3421.78,abandoned,2026-09-02T16:12:58.149927,2026-09-02T16:20:41.988868
sess_sc_0176,cust_0062,142.01,abandoned,2026-09-02T02:22:12.139369,2026-09-02T02:31:02.963499
sess_sc_0177,cust_0011,24819.11,completed,2026-08-28T19:50:01.605537,2026-08-28T19:55:59.612541
sess_sc_0178,cust_0070,4380.62,completed,2026-08-30T16:54:54.760731,2026-08-30T17:02:24.237003
sess_sc_0179,cust_0022,214.85,abandoned,2026-08-28T22:39:32.427051,2026-08-28T22:42:04.085787
sess_sc_0180,cust_0063,422.47,completed,2026-09-03T07:35:03.420586,2026-09-03T07:39:55.112298
sess_sc_0181,cust_0078,479.97,completed,2026-08-28T07:26:47.748954,2026-08-28T07:31:08.788300
sess_sc_0182,cust_0052,1466.99,completed,2026-08-29T02:46:49.279933,2026-08-29T02:52:19.062141
sess_sc_0183,cust_0057,208.0,completed,2026-08-31T05:44:24.080869,2026-08-31T05:49:15.628315
sess_sc_0184,cust_0075,13997.26,completed,2026-09-02T05:25:48.695013,2026-09-02T05:27:11.968410
sess_sc_0185,cust_0015,246.22,completed,2026-08-30T20:57:31.830008,2026-08-30T21:00:06.527528
sess_sc_0186,cust_0066,1993.97,completed,2026-08-28T05:39:08.805507,2026-08-28T05:44:00.158902
sess_sc_0187,cust_0016,1168.79,completed,2026-08-30T02:59:46.475796,2026-08-30T03:04:55.035343
sess_sc_0188,cust_0074,3397.17,completed,2026-09-02T10:05:43.307391,2026-09-02T10:12:37.169993
sess_sc_0189,cust_0072,1355.95,completed,2026-09-03T05:04:45.685230,2026-09-03T05:11:09.514625
sess_sc_0190,cust_0033,2736.16,completed,2026-08-29T22:36:36.589617,2026-08-29T22:41:05.765602
sess_sc_0191,cust_0069,14081.46,completed,2026-09-01T11:20:06.581966,2026-09-01T11:25:54.278119
sess_sc_0192,cust_0038,1556.14,completed,2026-08-31T07:48:16.508389,2026-08-31T07:52:31.574095
sess_sc_0193,cust_0043,656.69,completed,2026-08-30T06:04:51.873046,2026-08-30T06:11:53.399540
sess_sc_0194,cust_0051,636.67,completed,2026-09-02T14:01:52.631541,2026-09-02T14:06:08.550019
sess_sc_0195,cust_0034,150.75,completed,2026-08-31T08:28:04.331945,2026-08-31T08:35:07.280762
sess_sc_0196,cust_0053,1451.51,completed,2026-09-01T18:17:26.134425,2026-09-01T18:22:28.762981
sess_sc_0197,cust_0040,894.23,completed,2026-09-02T04:06:28.335580,2026-09-02T04:13:37.547359
sess_sc_0198,cust_0063,13948.66,completed,2026-09-03T08:06:22.974839,2026-09-03T08:08:53.335496
sess_sc_0199,cust_0045,595.59,completed,2026-09-03T03:49:31.561204,2026-09-03T03:55:14.019858
sess_sc_0200,cust_0036,2774.56,completed,2026-08-30T17:50:09.434830,2026-08-30T17:56:14.988217
sess_sc_0201,cust_0051,666.85,abandoned,2026-08-31T22:31:21.089197,2026-08-31T22:38:26.216329
sess_sc_0202,cust_0009,605.67,completed,2026-08-31T19:05:36.230652,2026-08-31T19:10:57.992115
sess_sc_0203,cust_0028,2282.44,abandoned,2026-09-05T08:00:00.000000,2026-09-05T08:05:00.000000
sess_sc_0204,cust_0028,1744.0,abandoned,2026-09-05T09:00:00.000000,2026-09-05T09:06:00.000000
sess_sc_0205,cust_0028,916.6,abandoned,2026-09-05T10:00:00.000000,2026-09-05T10:04:00.000000
sess_sc_0206,cust_0028,630.06,abandoned,2026-08-28T13:39:28.171848,2026-08-28T13:43:32.026868
sess_sc_0207,cust_0028,5395.04,completed,2026-08-28T20:23:12.514727,2026-08-28T20:28:30.215505
sess_sc_0208,cust_0071,24272.6,abandoned,2026-09-03T07:35:21.682737,2026-09-03T07:38:20.757344
sess_sc_0209,cust_0039,279.61,abandoned,2026-08-28T01:10:54.107279,2026-08-28T01:19:07.954738
sess_sc_0210,cust_0008,1013.64,completed,2026-09-02T12:09:54.209169,2026-09-02T12:12:24.564979
sess_sc_0211,cust_0053,389.69,completed,2026-08-31T07:47:15.025801,2026-08-31T07:54:50.416919
sess_sc_0212,cust_0076,210.61,completed,2026-09-02T21:43:37.982222,2026-09-02T21:49:21.049080
sess_sc_0213,cust_0034,584.22,completed,2026-08-31T09:33:25.273125,2026-08-31T09:35:55.812090
sess_sc_0214,cust_0065,347.23,completed,2026-09-02T16:52:43.171095,2026-09-02T16:57:07.556851
sess_sc_0215,cust_0039,662.05,abandoned,2026-09-03T04:22:11.579097,2026-09-03T04:26:30.515876
sess_sc_0216,cust_0027,1969.34,abandoned,2026-08-29T03:05:07.005884,2026-08-29T03:11:35.280201
sess_sc_0217,cust_0055,716.36,completed,2026-09-02T06:28:59.783825,2026-09-02T06:35:49.792590
sess_sc_0218,cust_0045,1098.41,abandoned,2026-09-02T23:53:28.739661,2026-09-03T00:04:36.706868
sess_sc_0219,cust_0040,650.45,completed,2026-08-30T11:16:20.859586,2026-08-30T11:18:09.232403
sess_sc_0220,cust_0002,1063.25,completed,2026-08-27T17:40:42.426863,2026-08-27T17:46:32.063080
sess_sc_0221,cust_0046,2167.31,completed,2026-09-02T21:11:39.047791,2026-09-02T21:16:19.112059
sess_sc_0222,cust_0050,2047.26,completed,2026-08-28T09:45:06.833085,2026-08-28T09:46:38.912424
sess_sc_0223,cust_0014,712.48,completed,2026-08-30T18:51:30.204397,2026-08-30T18:59:12.658204
sess_sc_0224,cust_0018,303.69,completed,2026-09-01T20:18:24.600157,2026-09-01T20:24:43.890581
sess_sc_0225,cust_0009,3358.65,completed,2026-09-02T06:14:22.021213,2026-09-02T06:20:41.169616
sess_sc_0226,cust_0057,3109.6,completed,2026-08-29T17:34:10.472315,2026-08-29T17:37:26.219776
sess_sc_0227,cust_0040,459.27,completed,2026-09-02T10:38:20.963637,2026-09-02T10:41:16.326577
sess_sc_0228,cust_0007,482.52,abandoned,2026-09-01T00:52:25.343759,2026-09-01T00:57:28.710575
sess_sc_0229,cust_0036,4021.44,completed,2026-09-02T23:06:33.090490,2026-09-02T23:11:06.058973
sess_sc_0230,cust_0059,20134.97,abandoned,2026-08-30T10:30:16.774398,2026-08-30T10:41:16.747369
sess_sc_0231,cust_0073,563.69,abandoned,2026-08-29T22:29:28.707429,2026-08-29T22:31:09.544071
sess_sc_0232,cust_0013,5056.7,abandoned,2026-08-28T19:45:27.272512,2026-08-28T19:53:33.716392
sess_sc_0233,cust_0005,553.4,completed,2026-09-01T18:22:44.595968,2026-09-01T18:24:51.269375
sess_sc_0234,cust_0047,820.88,completed,2026-08-28T01:47:11.829942,2026-08-28T01:48:33.823459
sess_sc_0235,cust_0042,758.99,abandoned,2026-09-03T00:55:36.510532,2026-09-03T01:04:34.174744
sess_sc_0236,cust_0077,613.86,abandoned,2026-08-28T09:17:20.460386,2026-08-28T09:22:11.342106
sess_sc_0237,cust_0050,1436.51,completed,2026-09-02T14:20:10.037077,2026-09-02T14:25:40.304248
sess_sc_0238,cust_0042,3851.24,completed,2026-08-28T19:23:05.842749,2026-08-28T19:28:53.716814
sess_sc_0239,cust_0067,3000.83,abandoned,2026-09-02T20:17:59.646728,2026-09-02T20:22:23.498334
sess_sc_0240,cust_0027,1636.64,completed,2026-09-01T02:35:20.277664,2026-09-01T02:37:25.354637
sess_sc_0241,cust_0037,762.77,completed,2026-08-28T14:08:09.710523,2026-08-28T14:15:20.857033
sess_sc_0242,cust_0004,3346.09,completed,2026-08-29T20:47:45.197238,2026-08-29T20:49:49.983398
sess_sc_0243,cust_0023,3695.87,abandoned,2026-08-28T16:20:02.509714,2026-08-28T16:25:51.374161
sess_sc_0244,cust_0052,4899.09,completed,2026-08-31T22:47:51.714334,2026-08-31T22:54:07.718623
sess_sc_0245,cust_0057,884.92,completed,2026-09-01T20:41:15.019266,2026-09-01T20:48:34.688488
sess_sc_0246,cust_0024,24835.71,completed,2026-08-31T22:12:09.788466,2026-08-31T22:15:08.132594
sess_sc_0247,cust_0048,247.36,abandoned,2026-08-30T23:30:42.032988,2026-08-30T23:38:21.110863
sess_sc_0248,cust_0032,425.59,completed,2026-09-03T03:14:01.654988,2026-09-03T03:20:00.443398
sess_sc_0249,cust_0066,874.68,abandoned,2026-08-28T13:00:14.774118,2026-08-28T13:11:12.276216
sess_sc_0250,cust_0018,927.12,completed,2026-08-28T16:23:02.944568,2026-08-28T16:30:14.489073
sess_sc_0251,cust_0003,458.37,completed,2026-08-31T14:17:50.351361,2026-08-31T14:19:24.625645
sess_sc_0252,cust_0028,24633.02,completed,2026-09-03T07:15:52.172465,2026-09-03T07:22:24.552333
